15779,"DIAGNOSTICO Y TRATAMIENTO GINECOOBSTETRICO","PERNOLL, MARTIN L.","618P","",0
15780,"BASES PARA UNA TEORIA DE LA ENSEÑANZA Y PSICOLOGIA DE LA EDUCACION","PATTERSON, C. H.","370 P","",2
15781,"BASES PARA UNA TEORIA DE LA ENSEÑANZA Y PSICOLOGIA DE LA EDUCACION","PATTERSON, C. H.","370 P","",5
15782,"BASES PARA UNA TEORIA DE LA ENSEÑANZA Y PSICOLOGIA DE LA EDUCACION","PATTERSON, C. H.","370 P","",3
15783,"BASES PARA UNA TEORIA DE LA ENSEÑANZA Y PSICOLOGIA DE LA EDUCACION","PATTERSON, C. H.","370 P","",1
15784,"BASES PARA UNA TEORIA DE LA ENSEÑANZA Y PSICOLOGIA DE LA EDUCACION","PATTERSON, C. H.","370 P","",3
15785,"MANUAL DE TERAPIA DE JUEGO","SCHAEFER, CHARLES","371 S","",9
15786,"INSTRUCCION Y APRENDIZAJE SIGNIFICATIVO","LEJTER, JEANNETTE","371 L","",8
15787,"MANUAL DE TERAPIA DE JUEGO","SCHAEFER, CHARLES","371 S","",8
15788,"EVALUACION DE LA INTELIGENCIA INFANTIL Y HABILIDADES ESPECIALES","SATTLER, JEROME M.","371 S","",2
15789,"EVALUACION DE LA INTELIGENCIA INFANTIL Y HABILIDADES ESPECIALES","SATTLER, JEROME M.","371 S","",1
15790,"EVALUACION DE LA INTELIGENCIA INFANTIL Y HABILIDADES ESPECIALES","SATTLER, JEROME M.","371 S","",3
15791,"EVALUACION EN LA EDUCACION ESPECIAL","SALVIA, JOHN","371 S","",2
15792,"EVALUACION EN LA EDUCACION ESPECIAL","SALVIA, JOHN","371 S","",0
15793,"EVALUACION EN LA EDUCACION ESPECIAL","SALVIA, JOHN","371 S","",3
15794,"MANUAL DE PSIQUIATRIA","SOLOMON, PHILIP","616 S","",0
15795,"MANUAL DE PSIQUIATRIA","SOLOMON, PHILIP","616 S","",0
15796,"MANUAL DE PSIQUIATRIA","SOLOMON, PHILIP","616 S","",0
15797,"FUNDAMENTOS DE RADIOLOGIA DENTAL","MANSON-HING, L. R.","617 M","",0
15798,"FUNDAMENTOS DE RADIOLOGIA DENTAL","MANSON-HING, L. R.","617 M","",0
15799,"FUNDAMENTOS DE RADIOLOGIA DENTAL","MANSON-HING, L. R.","617 M","",0
15800,"BIOQUIMICA DENTAL BASICA Y APLICADA","WILLIAM, R. A. D.","617 W","",0
15801,"BIOQUIMICA DENTAL BASICA Y APLICADA","WILLIAM, R. A. D.","617 W","",0
15802,"BIOQUIMICA DENTAL BASICA Y APLICADA","WILLIAM, R. A. D.","617 W","",0
15803,"ATLAS DE OPERATORIA DENTAL","HOWARD, WILLIAM W.","617 H","",0
15804,"ATLAS DE OPERATORIA DENTAL","HOWARD, WILLIAM W.","617 H","",0
15805,"ATLAS DE OPERATORIA DENTAL","HOWARD, WILLIAM W.","617 H","",0
15806,"ATLAS DE OPERATORIA DENTAL","HOWARD, WILLIAM W.","617 H","",0
15807,"ATLAS DE OPERATORIA DENTAL","HOWARD, WILLIAM W.","617 H","",0
15808,"MANEJO DE TEJIDOS EN ODONTOLOGIA RESTAURATIVA","MALONE, WILLIAM F. P.","617 M","",0
15809,"MANEJO DE TEJIDOS EN ODONTOLOGIA RESTAURATIVA","MALONE, WILLIAM F. P.","617 M","",0
15810,"MANEJO DE TEJIDOS EN ODONTOLOGIA RESTAURATIVA","MALONE, WILLIAM F. P.","617 M","",0
15811,"MATERIALES DENTALES EN ODONTOLOGIA CLINICA","REISBICK, M. H.","617 R","",0
15812,"MATERIALES DENTALES EN ODONTOLOGIA CLINICA","REISBICK, M. H.","617 R","",0
15813,"MATERIALES DENTALES EN ODONTOLOGIA CLINICA","REISBICK, M. H.","617 R","",0
15814,"MANUAL DE OPERATORIA DENTAL","PICKARD, H. M.","617 P","",0
15815,"MANUAL DE OPERATORIA DENTAL","PICKARD, H. M.","617 P","",0
15816,"MANUAL DE OPERATORIA DENTAL","PICKARD, H. M.","617 P","",0
15817,"MANUAL DE OPERATORIA DENTAL","PICKARD, H. M.","617 P","",0
15818,"MANUAL DE OPERATORIA DENTAL","PICKARD, H. M.","617 P","",0
15819,"ODONTOLOGIA PREVENTIVA","FORREST, JOHN","617 F","",0
15820,"ODONTOLOGIA PREVENTIVA","FORREST, JOHN","617 F","",0
15821,"ODONTOLOGIA PREVENTIVA","FORREST, JOHN","617 F","",0
15822,"PRINCIPIOS DE RADIOLOGIA ORAL","KASLE, MYRON J.","617 K","",0
15823,"PRINCIPIOS DE RADIOLOGIA ORAL","KASLE, MYRON J.","617 K","",0
15824,"PRINCIPIOS DE RADIOLOGIA ORAL","KASLE, MYRON J.","617 K","",0
15825,"CALCULO DIFERENCIAL E INTEGRAL","PURCELL, EDWIN J.","515 P","",4
15826,"CALCULO DIFERENCIAL E INTEGRAL","PURCELL, EDWIN J.","515 P","",2
15827,"CALCULO DIFERENCIAL E INTEGRAL","PURCELL, EDWIN J.","515 P","",2
15828,"CALCULO DIFERENCIAL E INTEGRAL","PURCELL, EDWIN J.","515 P","",9
15829,"CALCULO DIFERENCIAL E INTEGRAL","PURCELL, EDWIN J.","515 P","",11
15830,"CALCULO DIFERENCIAL E INTEGRAL","PURCELL, EDWIN J.","515 P","",0
15831,"CALCULO DIFERENCIAL E INTEGRAL","PURCELL, EDWIN J.","515 P","",0
15832,"CALCULO DIFERENCIAL E INTEGRAL","PURCELL, EDWIN J.","515 P","",0
15833,"CALCULO DIFERENCIAL E INTEGRAL","PURCELL, EDWIN J.","515 P","",0
15834,"CALCULO DIFERENCIAL E INTEGRAL","PURCELL, EDWIN J.","515 P","",0
15835,"SISTEMAS DE INFORMACION ADMINISTRATIVA","MURDICK, ROBERT G.","020 M","",10
15836,"SISTEMAS DE INFORMACION ADMINISTRATIVA","MURDICK, ROBERT G.","020 M","",7
15837,"SISTEMAS DE INFORMACION ADMINISTRATIVA","MURDICK, ROBERT G.","020 M","",10
15838,"SISTEMAS DE INFORMACION ADMINISTRATIVA","MURDICK, ROBERT G.","020 M","",5
15839,"SISTEMAS DE INFORMACION ADMINISTRATIVA","MURDICK, ROBERT G.","020 M","",9
15840,"SISTEMAS DE INFORMACION ADMINISTRATIVA","MURDICK, ROBERT G.","020 M","",11
15841,"CONTABILIDAD","HORNGGREN, CHARLES T.","657 H","",19
15842,"CONTABILIDAD","HORNGGREN, CHARLES T.","657 H","",21
15843,"CONTABILIDAD","HORNGGREN, CHARLES T.","657 H","",19
15844,"CONTABILIDAD","HORNGGREN, CHARLES T.","657 H","",20
15845,"CONTABILIDAD","HORNGGREN, CHARLES T.","657 H","",24
15846,"INTRODUCCION A LA PSICOLOGIA","MORRIS, CHARLES G.","150 M","",11
15847,"INTRODUCCION A LA PSICOLOGIA","MORRIS, CHARLES G.","150 M","",35
15848,"INTRODUCCION A LA PSICOLOGIA","MORRIS, CHARLES G.","150 M","",14
15849,"INTRODUCCION A LA PSICOLOGIA","MORRIS, CHARLES G.","150 M","",21
15850,"INTRODUCCION A LA PSICOLOGIA","MORRIS, CHARLES G.","150 M","",18
15851,"PROBABILIDAD Y ESTADISTICA PARA INGENIEROS","MILLER, IRWIN","519 M","",0
15852,"PROBABILIDAD Y ESTADISTICA PARA INGENIEROS","MILLER, IRWIN","519 M","",0
15853,"PROBABILIDAD Y ESTADISTICA PARA INGENIEROS","MILLER, IRWIN","519 M","",0
15854,"PROBABILIDAD Y ESTADISTICA PARA INGENIEROS","MILLER, IRWIN","519 M","",0
15855,"PROBABILIDAD Y ESTADISTICA PARA INGENIEROS","MILLER, IRWIN","519 M","",0
15856,"PSICOLOGIA EDUCATIVA","WOOLFOLK, ANITA E.","370 P","",29
15857,"PSICOLOGIA EDUCATIVA","WOOLFOLK, ANITA E.","370 P","",0
15858,"PSICOLOGIA EDUCATIVA","WOOLFOLK, ANITA E.","370 P","",31
15859,"PASCAL INTRODUCCION","WELSH, JIM","020 W","",2
15860,"PASCAL INTRODUCCION","WELSH, JIM","020 W","",3
15861,"PASCAL INTRODUCCION","WELSH, JIM","020 W","",2
15862,"PASCAL INTRODUCCION","WELSH, JIM","020 W","",0
15863,"PASCAL INTRODUCCION","WELSH, JIM","020 W","",0
15864,"PASCAL INTRODUCCION","WELSH, JIM","020 W","",1
15865,"SISTEMAS DIGITALES: PRINCIPIOS","TOCCI, RONALD J.","020 T","",4
15866,"SISTEMAS DIGITALES: PRINCIPIOS","TOCCI, RONALD J.","020 T","",0
15867,"SISTEMAS DIGITALES: PRINCIPIOS","TOCCI, RONALD J.","020 T","",1
15868,"ADMINISTRACION FINANCIERA","VAN HORNE, JAMES C.","658 V","",19
15869,"ADMINISTRACION FINANCIERA","VAN HORNE, JAMES C.","658 V","",19
15870,"ADMINISTRACION FINANCIERA","VAN HORNE, JAMES C.","658 V","",21
15871,"ADMINISTRACION FINANCIERA","VAN HORNE, JAMES C.","658 V","",19
15872,"ADMINISTRACION FINANCIERA","VAN HORNE, JAMES C.","658 V","",30
15873,"FUNDAMENTOS DE ADMINISTRACION FINANCIERA","VAN HORNE, JAMES C.","658 V","",16
15874,"FUNDAMENTOS DE ADMINISTRACION FINANCIERA","VAN HORNE, JAMES C.","658 V","",23
15875,"FUNDAMENTOS DE ADMINISTRACION FINANCIERA","VAN HORNE, JAMES C.","658 V","",23
15876,"FUNDAMENTOS DE ADMINISTRACION FINANCIERA","VAN HORNE, JAMES C.","658 V","",18
15877,"FUNDAMENTOS DE ADMINISTRACION FINANCIERA","VAN HORNE, JAMES C.","658 V","",24
15878,"ORGANIZACION DE COMPUTADORAS","TANEMBAUM, ANDREWS","020 T","",8
15879,"ORGANIZACION DE COMPUTADORAS","TANEMBAUM, ANDREWS","020 T","",0
15880,"ORGANIZACION DE COMPUTADORAS","TANEMBAUM, ANDREWS","020 T","",0
15881,"INSTRUMENTACION ELECTRONICA Y MEDICIONES","COOPER, WILLIAM DAVID","621 C","",0
15882,"INSTRUMENTACION ELECTRONICA Y MEDICIONES","COOPER, WILLIAM DAVID","621 C","",0
15883,"INSTRUMENTACION ELECTRONICA Y MEDICIONES","COOPER, WILLIAM DAVID","621 C","",0
15884,"INSTRUMENTACION ELECTRONICA Y MEDICIONES","COOPER, WILLIAM DAVID","621 C","",0
15885,"INSTRUMENTACION ELECTRONICA Y MEDICIONES","COOPER, WILLIAM DAVID","621 C","",0
15886,"PRINCIPIOS DE ANATOMIA REGIONAL","STERN, JACK T.","611 S","",8
15887,"PRINCIPIOS DE ANATOMIA REGIONAL","STERN, JACK T.","611 S","",3
15888,"PRINCIPIOS DE ANATOMIA REGIONAL","STERN, JACK T.","611 S","",0
15889,"PRINCIPIOS DE ANATOMIA REGIONAL","STERN, JACK T.","611 S","",0
15890,"PRINCIPIOS DE ANATOMIA REGIONAL","STERN, JACK T.","611 S","",0
15891,"PROCEDIMIENTOS PRACTICOS EN MEDICINA CLINICA","FORD, MICHAEL J.","616 F","",0
15892,"PROCEDIMIENTOS PRACTICOS EN MEDICINA CLINICA","FORD, MICHAEL J.","616 F","",0
15893,"PROCEDIMIENTOS PRACTICOS EN MEDICINA CLINICA","FORD, MICHAEL J.","616 F","",0
15894,"PROCEDIMIENTOS PRACTICOS EN MEDICINA CLINICA","FORD, MICHAEL J.","616 F","",0
15895,"PROCEDIMIENTOS PRACTICOS EN MEDICINA CLINICA","FORD, MICHAEL J.","616 F","",1
15896,"PRINCIPIOS DE NEUROANATOMIA Y NEUROFISIOLOGIA CLINICA","GILMAN, SID","611 G","",0
15897,"PRINCIPIOS DE NEUROANATOMIA Y NEUROFISIOLOGIA CLINICA","GILMAN, SID","611 G","",0
15898,"PRINCIPIOS DE NEUROANATOMIA Y NEUROFISIOLOGIA CLINICA","GILMAN, SID","611 G","",0
15899,"PRINCIPIOS DE NEOROANATOMIA Y NEUROFISIOLOGIA CLINICAS","GILMAN, SID","611 G","",0
15900,"PRINCIPIOS DE NEUROANATOMIA Y NEUROFISIOLOGIA CLINICA","GILMAN, SID","611 G","",0
15901,"ENDOCRINOLOGIA BASICA Y CLINICA","GREENSPAN, FRANCIS S.","616 G","",0
15902,"ENDOCRINOLOGIA BASICA Y CLINICA","GREENSPAN, FRANCIS S.","616 G","",0
15903,"ENDOCRINOLOGIA BASICA Y CLINICA","GREENSPAN, FRANCIS S.","616 G","",0
15904,"ENDOCRINOLOGIA BASICA Y CLINICA","GREENSPAN, FRANCIS S.","616 G","",0
15905,"ENDOCRINOLOGIA BASICA Y CLINICA","GREENSPAN, FRANCIS S.","616 G","",0
15906,"ANATOMIA CLINICA","LINDNER, HAROLD H.","611 L","",0
15907,"ANATOMIA CLINICA","LINDNER, HAROLD H.","611 L","",0
15908,"ANATOMIA CLINICA","LINDNER, HAROLD H.","611 L","",0
15909,"ANATOMIA CLINICA","LINDNER, HAROLD H.","611 L","",0
15910,"ANATOMIA CLINICA","LINDNER, HAROLD H.","611 L","",0
15911,"EXAMEN CLINICO","MACLEOD, J.","616 M","",0
15912,"EXAMEN CLINICO","MACLEOD, J.","616 M","",0
15913,"EXAMEN CLINICO","MACLEOD, J.","616 M","",0
15914,"EXAMEN CLINICO","MACLEOD, J.","616 M","",0
15915,"EXAMEN CLINICO","MACLEOD, J.","616 M","",0
15916,"ESENCIAL DE LAS URGENCIAS MEDICAS, LO","RUND, DOUGLAS A.","616 R","",0
15917,"ESENCIAL DE LAS URGENCIAS MEDICAS, LO","RUND, DOUGLAS A.","616 R","",0
15918,"ESENCIAL DE LAS URGENCIAS MEDICAS, LO","RUND, DOUGLAS A.","616 R","",0
15919,"ESENCIAL DE LAS URGENCIAS MEDICAS, LO","RUND, DOUGLAS A.","616 R","",0
15920,"ESENCIAL DE LAS URGENCIAS MEDICAS, LO","RUND, DOUGLAS A.","616 R","",0
15921,"DIAGNOSTICO CLINICO EN CIRUGIA","STERNS, ERNEST E.","617 S","",0
15922,"DIAGNOSTICO CLINICO EN CIRUGIA","STERNS, ERNEST E.","617 S","",0
15923,"DIAGNOSTICO CLINICO EN CIRUGIA","STERNS, ERNEST E.","617 S","",0
15924,"DIAGNOSTICO CLINICO EN CIRUGIA","STERNS, ERNEST E.","617 S","",0
15925,"DIAGNOSTICO CLINICO EN CIRUGIA","STERNS, ERNEST E.","617 S","",0
15926,"PSIQUIATRIA GENERAL","GOLDMAN, HOWARD H.","616 G","",0
15927,"PSIQUIATRIA GENERAL","GOLDMAN, HOWARD H.","616 G","",0
15928,"PSIQUIATRIA GENERAL","GOLDMAN, HOWARD H.","616 G","",0
15929,"PSIQUIATRIA GENERAL","GOLDMAN, HOWARD H.","616 G","",0
15930,"PSIQUIATRIA GENERAL","GOLDMAN, HOWARD H.","616 G","",0
15931,"HEMATOLOGIA CLINICA","McKENZIE, SHIRLYN B.","616 M","",0
15932,"HEMATOLOGIA CLINICA","McKENZIE, SHIRLYN B.","616 M","",0
15933,"HEMATOLOGIA CLINICA","McKENZIE, SHIRLYN B.","616 M","",0
15934,"HEMATOLOGIA CLINICA","McKENZIE, SHIRLYN B.","616 M","",0
15935,"HEMATOLOGIA CLINICA","McKENZIE, SHIRLYN B.","616 M","",0
15936,"HEMATOLOGIA CLINICA","McKENZIE, SHIRLYN B.","616 M","",0
15937,"HEMATOLOGIA CLINICA","McKENZIE, SHIRLYN B.","616 M","",0
15938,"HEMATOLOGIA CLINICA","McKENZIE, SHIRLYN B.","616 M","",0
15939,"HEMATOLOGIA CLINICA","McKENZIE, SHIRLYN B.","616 M","",0
15940,"HEMATOLOGIA CLINICA","McKENZIE, SHIRLYN B.","616 M","",0
15941,"PRODUCCION DE CABRAS Y OVEJAS EN LOS TROPICOS","DEVENDRA, C.","636 D","",0
15942,"PRODUCCION DE CABRAS Y OVEJAS EN LOS TROPICOS","DEVENDRA, C.","636 D","",0
15943,"PRODUCCION DE CABRAS Y OVEJAS EN LOS TROPICOS","DEVENDRA, C.","636 D","",0
15944,"PRODUCCION DE CABRAS Y OVEJAS EN LOS TROPICOS","DEVENDRA, C.","636 D","",1
15945,"PRODUCCION DE CABRAS Y OVEJAS EN LOS TROPICOS","DEVENDRA, C.","636 D","",0
15946,"PATOLOGIA CLINICA Y PROCEDIMIENTOS DE DIAGNOSTICO EN VETERINARIA","DOXEY, D. L.","636 D","",0
15947,"PATOLOGIA CLINICA Y PROCEDIMIENTOS DE DIAGNOSTICO EN VETERINARIA","DOXEY, D. L.","636 D","",0
15948,"PATOLOGIA CLINICA Y PROCEDIMIENTOS DE DIAGNOSTICO EN VETERINARIA","DOXEY, D. L.","636 D","",3
15949,"PATOLOGIA CLINICA Y PROCEDIMIENTOS DE DIAGNOSTICO EN VETERINARIA","DOXEY, D. L.","636 D","",3
15950,"PATOLOGIA CLINICA Y PROCEDIMIENTOS DE DIAGNOSTICO EN VETERINARIA","DOXEY, D. L.","636 D","",3
15951,"FUNDAMENTOS DE ENFERMERIA","ROSALES BARRERA, SUSANA","610 R","",0
15952,"FUNDAMENTOS DE ENFERMERIA","ROSALES BARRERA, SUSANA","610 R","",0
15953,"FUNDAMENTOS DE ENFERMERIA","ROSALES BARRERA, SUSANA","610 R","",0
15954,"FARMACOS EN ENEFERMERIA","HAVARD, MARGARET","610 H","",0
15955,"FARMACOS EN ENEFERMERIA","HAVARD, MARGARET","610 H","",0
15956,"FARMACOS EN ENEFERMERIA","HAVARD, MARGARET","610 H","",0
15957,"ENFERMERIA PRACTICA","SORRENTINO, S. A.","610 S","",0
15958,"ENFERMERIA PRACTICA","SORRENTINO, S. A.","610 S","",0
15959,"ENFERMERIA PRACTICA","SORRENTINO, S. A.","610 S","",0
15960,"ENFERMERIA CLINICA Y FARMACOLOGICA","WORLEY, ELOISE","610 W","",0
15961,"ENFERMERIA CLINICA Y FARMACOLOGICA","WORLEY, ELOISE","610 W","",0
15962,"ENFERMERIA CLINICA Y FARMACOLOGICA","WORLEY, ELOISE","610 W","",0
15963,"ENFERMERIA EN CUIDADOS INTENSIVOS: REVISION Y AUTOEVALUACION","MEADOR, BILLIE C.","610 M","",0
15964,"ENFERMERIA EN CUIDADOS INTENSIVOS: REVISION Y AUTOEVALUACION","MEADOR, BILLIE C.","610 M","",0
15965,"ENFERMERIA EN CUIDADOS INTENSIVOS: REVISION Y AUTOEVALUACION","MEADOR, BILLIE C.","610 M","",0
15966,"ENFERMERIA MATERNOINFANTIL","FRIESNER, ARLYNE","610 F","",0
15967,"ENFERMERIA MATERNOINFANTIL","FRIESNER, ARLYNE","610 F","",0
15968,"ENFERMERIA MATERNOINFANTIL","FRIESNER, ARLYNE","610 F","",0
15969,"ENFERMERIA PSIQUIATRICA Y SALUD MENTAL","CRAWFORD, ANNIE LAURIE","610 C","",0
15970,"ENFERMERIA PSIQUIATRICA Y SALUD MENTAL","CRAWFORD, ANNIE LAURIE","610 C","",0
15971,"ENFERMERIA PSIQUIATRICA Y SALUD MENTAL","CRAWFORD, ANNIE LAURIE","610 C","",0
15972,"REDES DE ORDENADORES","TANENBAUM, ANDREWS","020 T","",0
15973,"REDES DE ORDENADORES","TANENBAUM, ANDREWS","020 T","",0
15974,"REDES DE ORDENADORES","TANENBAUM, ANDREWS","020 T","",0
15975,"REDES DE ORDENADORES","TANENBAUM, ANDREWS","020 T","",0
15976,"REDES DE ORDENADORES","TANENBAUM, ANDREWS","020 T","",0
15977,"REDES DE ORDENADORES","TANENBAUM, ANDREWS","020 T","",6
15978,"REDES DE ORDENADORES","TANENBAUM, ANDREWS","020 T","",8
15979,"REDES DE ORDENADORES","TANENBAUM, ANDREWS","020 T","",5
15980,"REDES DE ORDENADORES","TANENBAUM, ANDREWS","020 T","",1
15981,"REDES DE ORDENADORES","TANENBAUM, ANDREWS","020 T","",14
15982,"PUBLICIDAD","KLEPPNERLS, OTTO","659 K","",3
15983,"PUBLICIDAD","KLEPPNERLS, OTTO","659 K","",8
15984,"PUBLICIDAD","KLEPPNERLS, OTTO","659 K","",16
15985,"PUBLICIDAD","KLEPPNERLS, OTTO","659 K","",13
15986,"PUBLICIDAD","KLEPPNERLS, OTTO","659 K","",17
15987,"PUBLICIDAD","KLEPPNERLS, OTTO","659 K","",13
15988,"PUBLICIDAD","KLEPPNERLS, OTTO","659 K","",12
15989,"PUBLICIDAD","KLEPPNERLS, OTTO","659 K","",1
15990,"PUBLICIDAD","KLEPPNERLS, OTTO","659 K","",2
15991,"ADMINISTRACION","STONER, JAMES P. F.","658 S","",0
15992,"ADMINISTRACION","STONER, JAMES P. F.","658 S","",0
15993,"ADMINISTRACION","STONER, JAMES P. F.","658 S","",0
15994,"ADMINISTRACION","STONER, JANES P. F.","658 S","",0
15995,"ADMINISTRACION","STONER, JANES P. F.","658 S","",0
15996,"ADMINISTRACION","STONER, JANES P. F.","658 S","",31
15997,"ADMINISTRACION","STONER, JANES P. F.","658 S","",18
15998,"ADMINISTRACION","STONER, JANES P. F.","658 S","",33
15999,"ADMINISTRACION","STONER, JANES P. F.","658 S","",21
16000,"ADMINISTRACION","STONER, JANES P. F.","658 S","",26
16001,"ADMINISTRACION","STONER, JANES P. F.","658 S","",18
16002,"ADMINISTRACION","STONER, JANES P. F.","658 S","",0
16003,"ADMINISTRACION","STONER, JANES P. F.","658 S","",6
16004,"ADMINISTRACION","STONER, JANES P. F.","658 S","",16
16005,"ADMINISTRACION","STONER, JANES P. F.","658 S","",26
16006,"ADMINISTRACION","STONER, JANES P. F.","658 S","",0
16007,"ADMINISTRACION","STONER, JANES P. F.","658 S","",28
16008,"ADMINISTRACION","STONER, JANES P. F.","658 S","",17
16009,"ADMINISTRACION","STONER, JANES P. F.","658 S","",25
16010,"ADMINISTRACION","STONER, JANES P. F.","658 S","",23
16011,"ADMINISTRACION","STONER, JANES P. F.","658 S","",0
16012,"ADMINISTRACION","STONER, JANES P. F.","658 S","",0
16013,"ADMINISTRACION","STONER, JANES P. F.","658 S","",0
16014,"ADMINISTRACION","STONER, JANES P. F.","658 S","",33
16015,"ADMINISTRACION","STONER, JANES P. F.","658 S","",0
16016,"ADMINISTRACION","STONER, JANES P. F.","658 S","",0
16017,"ADMINISTRACION","STONER, JANES P. F.","658 S","",33
16018,"ESTRUCTURAS DE MATEMATICAS DISCRETAS PARA LA COMPUTACION","KOLMAN, BERNARD","020 K","",0
16019,"FISICA PARTE 1","HALLIDAY, DAVID","530 H","",1
16020,"FISICA PARTE 1","HALLIDAY, DAVID","530 H","",0
16021,"FISICA PARTE 1","HALLIDAY, DAVID","530 H","",0
16022,"FISICA PARTE 1","HALLIDAY, DAVID","530 H","",18
16023,"FISICA PARTE 1","HALLIDAY, DAVID","530 H","",0
16024,"FISICA PARTE 1","HALLIDAY, DAVID","530 H","",0
16025,"FISICA PARTE 1","HALLIDAY, DAVID","530 H","",0
16026,"FISICA PARTE 1","HALLIDAY, DAVID","530 H","",0
16027,"FISICA PARTE 1","HALLIDAY, DAVID","530 H","",18
16028,"FISICA PARTE 1","HALLIDAY, DAVID","530 H","",17
16029,"FISICA PARTE 1","HALLIDAY, DAVID","530 H","",10
16030,"FISICA PARTE 1","HALLIDAY, DAVID","530 H","",17
16031,"FISICA PARTE 1","HALLIDAY, DAVID","530 H","",18
16032,"FISICA PARTE 1","HALLIDAY, DAVID","530 H","",25
16033,"FISICA PARTE 1","HALLIDAY, DAVID","530 H","",0
16034,"FISICA PARTE 2","HALLIDAY, DAVID","530 H","",17
16035,"FISICA PARTE 2","HALLIDAY, DAVID","530 H","",23
16036,"FISICA PARTE 2","HALLIDAY, DAVID","530 H","",7
16037,"FISICA PARTE 2","HALLIDAY, DAVID","530 H","",11
16038,"FISICA PARTE 2","HALLIDAY, DAVID","530 H","",0
16039,"FISICA PARTE 2","HALLIDAY, DAVID","530 H","",0
16040,"FISICA PARTE 2","HALLIDAY, DAVID","530 H","",0
16041,"FISICA PARTE 2","HALLIDAY, DAVID","530 H","",0
16042,"FISICA PARTE 2","HALLIDAY, DAVID","530 H","",0
16043,"FISICA PARTE 2","HALLIDAY, DAVID","530 H","",0
16044,"FISICA PARTE 2","HALLIDAY, DAVID","530 H","",0
16045,"FISICA PARTE 2","HALLIDAY, DAVID","530 H","",0
16046,"FISICA PARTE 2","HALLIDAY, DAVID","530 H","",0
16047,"FISICA PARTE 2","HALLIDAY, DAVID","530 H","",0
16048,"FISICA PARTE 2","HALLIDAY, DAVID","530 H","",15
16049,"CODIGO DE COMERCIO","LAZO, OSCAR","347 L","",19
16050,"CODIGO DE COMERCIO","LAZO, OSCAR","347 L","",15
16051,"CODIGO DE COMERCIO","LAZO, OSCAR","347 L","",10
16052,"CODIGO DE COMERCIO","LAZO, OSCAR","347 L","",11
16053,"CODIGO DE COMERCIO","LAZO, OSCAR","347 L","",22
16054,"CODIGO DE COMERCIO","LAZO, OSCAR","347 L","",14
16055,"CODIGO DE COMERCIO","LAZO, OSCAR","347 L","",13
16056,"CODIGO DE COMERCIO","LAZO, OSCAR","347 L","",10
16057,"CODIGO DE COMERCIO","LAZO, OSCAR","347 L","",12
16058,"CODIGO DE COMERCIO","LAZO, OSCAR","347 L","",12
16059,"ESTRUCTURA DE LA ORGANIZACION, LA","MELINKOFF, RAMON V.","658 M","",17
16060,"ESTRUCTURA DE LA ORGANIZACION, LA","MELINKOFF, RAMON V.","658 M","",20
16061,"ESTRUCTURA DE LA ORGANIZACION, LA","MELINKOFF, RAMON V.","658 M","",20
16062,"ESTRUCTURA DE LA ORGANIZACION, LA","MELINKOFF, RAMON V.","658 M","",11
16063,"ESTRUCTURA DE LA ORGANIZACION, LA","MELINKOFF, RAMON V.","658 M","",25
16064,"ESTRUCTURA DE LA ORGANIZACION, LA","MELINKOFF, RAMON V.","658 M","",26
16065,"ESTRUCTURA DE LA ORGANIZACION, LA","MELINKOFF, RAMON V.","658 M","",24
16066,"ESTRUCTURA DE LA ORGANIZACION, LA","MELINKOFF, RAMON V.","658 M","",1
16067,"ESTRUCTURA DE LA ORGANIZACION, LA","MELINKOFF, RAMON V.","658 M","",1
16068,"ESTRUCTURA DE LA ORGANIZACION, LA","MELINKOFF, RAMON V.","658 M","",25
16069,"FORMULARIOS PENALES TOMO II","ROGERS LONGA, JORGE","343 R","",0
16070,"FORMULARIOS PENALES TOMO II","ROGERS LONGA, JORGE","343 R","",0
16071,"FORMULARIOS PENALES TOMO II","ROGERS LONGA, JORGE","343 R","",3
16072,"FORMULARIOS PENALES TOMO II","ROGERS LONGA, JORGE","343 R","",2
16073,"FORMULARIOS PENALES TOMO II","ROGERS LONGA, JORGE","343 R","",2
16074,"FORMULARIOS PENALES TOMO I","ROGERS LONGA, JORGE","343 R","",3
16075,"FORMULARIOS PENALES TOMO I","ROGERS LONGA, JORGE","343 R","",3
16076,"FORMULARIOS PENALES TOMO I","ROGERS LONGA, JORGE","343 R","",6
16077,"FORMULARIOS PENALES TOMO I","ROGERS LONGA, JORGE","343 R","",6
16078,"FORMULARIOS PENALES TOMO I","ROGERS LONGA, JORGE","343 R","",3
16079,"TEORIA MICROECONOMICA","FERGUSON, C. E.","330 F","",10
16080,"TEORIA MICROECONOMICA","FERGUSON, C. E.","330 F","",9
16081,"TEORIA MICROECONOMICA","FERGUSON, C. E.","330 F","",12
16082,"TEORIA MICROECONOMICA","FERGUSON, C. E.","330 F","",11
16083,"TEORIA MICROECONOMICA","FERGUSON, C. E.","330 F","",10
16084,"TEORIA MICROECONOMICA","FERGUSON, C. E.","330 F","",13
16085,"TEORIA MICROECONOMICA","FERGUSON, C. E.","330 F","",14
16086,"TEORIA MICROECONOMICA","FERGUSON, C. E.","330 F","",12
16087,"TEORIA MICROECONOMICA","FERGUSON, C. E.","330 F","",12
16088,"TEORIA MICROECONOMICA","FERGUSON, C. E.","330 F","",0
16089,"TEORIA MICROECONOMICA","FERGUSON, C. E.","330 F","",1
